"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.065083080E0,-3.812970221E-2,5.484465361E-1,-1.314020157E-1,5.652556650E-1
6.075092926E0,-3.931229934E-2,5.550661683E-1,-6.682014465E-2,5.604541371E-1
6.085102773E0,-1.623772830E-2,5.140742064E-1,-3.335571289E-2,5.154110564E-1
6.095081926E0,1.839465350E-1,2.923462987E-1,1.748952866E-1,3.871576518E-1
6.105091696E0,1.123034880E-1,1.498760283E-1,6.273145676E-1,6.546743190E-1
6.115101542E0,6.433552504E-2,1.865396202E-1,1.556167603E-1,2.513019414E-1
6.125080696E0,5.542071164E-2,2.438189387E-1,-4.645204544E-1,5.275399347E-1
6.135090465E0,7.967409492E-2,2.616136670E-1,4.644699097E-1,5.390008990E-1
6.145100080E0,2.306237668E-1,2.643344402E-1,5.195569992E-1,6.268967168E-1
6.155079465E0,1.942994446E-1,2.951424718E-1,-4.548740387E-1,5.759963054E-1
6.165089234E0,-4.211679846E-2,2.557436824E-1,1.580715179E-1,3.035873195E-1
6.175099080E0,-1.723543257E-1,2.004465908E-1,4.240036011E-1,4.996637900E-1
6.185078234E0,-1.236440837E-1,8.650684357E-2,-1.959247589E-1,2.473010404E-1
6.195088004E0,-8.221745491E-2,2.417714149E-2,2.206039429E-2,8.849240113E-2
6.205097850E0,-1.491471380E-1,5.479914695E-2,1.897287369E-1,2.474768855E-1
6.215077004E0,-6.797318161E-2,1.496156454E-1,-8.313369751E-2,1.841640748E-1
6.225086850E0,3.483653069E-2,1.544451267E-1,2.705669403E-2,1.606205021E-1
6.235096619E0,2.937726676E-2,1.661070436E-1,1.396131516E-1,2.189666774E-1
6.245075773E0,3.671288490E-3,9.199617803E-2,7.258510590E-2,1.172406616E-1
6.255085619E0,-3.748555481E-2,3.089912236E-2,-8.303260803E-2,9.619946247E-2
6.265095388E0,-1.064130813E-1,-2.542108297E-2,1.133184433E-1,1.575152212E-1
6.275074542E0,3.457993269E-3,-1.390122175E-1,1.683959961E-1,2.183885662E-1
6.285084311E0,2.082338929E-2,-2.158270478E-1,3.174781799E-3,2.168525014E-1
6.295094158E0,4.232016206E-2,-2.582674026E-1,4.383373260E-2,2.653571998E-1
6.305104004E0,-1.249951124E-2,-2.337601930E-1,1.395664215E-1,2.725414677E-1
6.315083081E0,-5.654881895E-2,5.516856909E-3,-6.634521484E-2,8.734925396E-2
6.325092927E0,-8.790023625E-2,2.908914983E-1,-1.740922928E-1,3.502177062E-1
6.335102773E0,-9.387180209E-3,3.711799979E-1,-2.564716339E-2,3.721834051E-1
6.345081927E0,5.368714035E-2,4.028400779E-1,1.659250259E-1,4.389687365E-1
6.355091696E0,3.752616048E-2,3.745205700E-1,7.772445679E-4,3.763966979E-1
6.365101542E0,2.816487849E-2,3.514589965E-1,-3.912925720E-3,3.526074271E-1
6.375080696E0,6.283317506E-2,2.789057493E-1,2.068653107E-1,3.528876332E-1
6.385090466E0,-4.687523842E-2,2.371361405E-1,-6.836509705E-2,2.512063367E-1
6.395100081E0,-9.547252953E-2,1.804826260E-1,1.127243042E-3,2.041819112E-1
6.405079466E0,1.270291209E-2,1.308821142E-1,1.879110336E-1,2.293513644E-1
6.415089235E0,-4.261493683E-3,5.330070481E-2,-4.190731049E-2,6.793635355E-2
6.425099081E0,7.657453418E-3,1.349945739E-2,2.035045624E-2,2.559322199E-2
6.435078235E0,-1.855435222E-2,-4.535228014E-3,1.376743317E-1,1.389929994E-1
6.445088004E0,8.023723960E-3,-5.423771590E-2,4.431915283E-2,7.050033532E-2
6.455097850E0,-2.093193680E-2,-5.231524259E-2,-1.074790955E-2,5.736329963E-2
6.465077004E0,-4.203572869E-2,-6.425765157E-2,8.742237091E-2,1.163560020E-1
6.475086850E0,-5.644379556E-2,-1.663491130E-2,3.624916077E-3,5.895559641E-2
6.485096620E0,-4.252597690E-3,-4.271197319E-2,1.319122314E-2,4.490440523E-2
6.495075774E0,-9.790658951E-3,-9.764366597E-2,7.303810120E-2,1.223303181E-1
6.505085620E0,8.621081710E-3,-1.119290367E-1,3.471755981E-2,1.175063456E-1
6.515095389E0,-6.589695811E-3,-1.662596166E-1,9.455585480E-2,1.913804950E-1
6.525074543E0,1.919345558E-2,-2.078771591E-1,3.468322754E-2,2.116228444E-1
6.535084312E0,1.848492026E-2,-2.454707623E-1,8.732318878E-2,2.611951889E-1
6.545094158E0,-5.591880530E-2,-1.889571846E-1,-1.295089722E-3,1.970619386E-1
6.555104004E0,3.039102256E-2,-9.886410087E-2,6.810760498E-2,1.238401007E-1
6.565083081E0,5.318172276E-2,-1.689012349E-2,9.679698944E-2,1.117283718E-1
6.575092928E0,9.946128726E-2,1.593725085E-1,-4.210281372E-2,1.925221833E-1
6.585102774E0,1.649711430E-1,2.106612772E-1,-1.579761505E-2,2.680358490E-1
6.595081928E0,1.530181170E-1,1.846859157E-1,1.110544205E-1,2.643038325E-1
6.605091697E0,-1.176821589E-1,1.890401542E-1,-3.981208801E-2,2.262084720E-1
6.615101543E0,-2.835124731E-1,1.998511255E-1,-1.307535172E-1,3.706970151E-1
6.625080697E0,-3.368684351E-1,6.388573349E-2,-8.990955353E-2,3.544650298E-1
6.635090466E0,-2.352540344E-1,1.533935219E-2,2.310514450E-1,3.300977532E-1
6.645100082E0,2.003836632E-2,-7.344352454E-2,2.670030594E-1,2.776438747E-1
6.655079466E0,1.321701556E-1,-1.988380402E-2,-2.694063187E-1,3.007392230E-1
6.665089235E0,2.173035294E-1,-1.020211652E-1,6.795406342E-2,2.494932800E-1
6.675099082E0,1.603036970E-1,-2.044114619E-1,2.401523590E-1,3.537717860E-1
6.685078236E0,7.401947677E-2,-2.810095549E-1,-4.096984863E-3,2.906235334E-1
6.695088005E0,-1.313081980E-1,-3.351135254E-1,9.654045105E-2,3.726432294E-1
6.705097851E0,-1.761782616E-1,-3.764155507E-1,1.205854416E-1,4.327450698E-1
6.715077005E0,-9.011874348E-2,-2.734981477E-1,8.715248108E-2,3.008623933E-1
6.725086851E0,1.599102169E-1,-7.620260119E-3,1.771354675E-2,1.610686673E-1
6.735096620E0,3.432585895E-1,3.405436873E-2,-2.075004578E-2,3.455672492E-1
6.745075774E0,3.257403970E-1,1.898624003E-1,6.122589111E-4,3.770343647E-1
6.755085620E0,-1.635233015E-1,2.838941216E-1,1.777601242E-1,3.727390564E-1
6.765095390E0,-2.906803489E-1,1.910051405E-1,-4.301261902E-1,5.531605268E-1
6.775074543E0,-4.852390289E-1,1.338551939E-1,5.860424042E-2,5.067628490E-1
6.785084313E0,-2.961504459E-1,7.618516684E-2,4.897508621E-1,5.773778427E-1
6.795094159E0,-1.356319934E-1,1.349574327E-2,8.034038544E-2,1.582174145E-1
6.805103774E0,4.088252783E-3,2.769283950E-3,-3.483610153E-1,3.483960099E-1
6.815083082E0,1.864457428E-1,-4.054746777E-2,6.324672699E-2,2.010130857E-1
6.825092928E0,2.984315753E-1,-6.472679973E-2,3.384351730E-1,4.558391494E-1
6.835102774E0,1.615408957E-1,1.714631915E-3,-1.237201691E-1,2.034823854E-1
6.845081928E0,2.667777240E-2,5.934184417E-2,1.636095047E-1,1.760716560E-1
6.855091697E0,-5.749882758E-2,1.416645944E-1,-1.787176132E-1,2.351913216E-1
6.865101544E0,9.307266772E-2,8.803457022E-2,9.428501129E-2,1.590668739E-1
6.875080697E0,-1.531904936E-2,8.113808930E-2,1.206836700E-1,1.462279420E-1
6.885090467E0,-8.511914313E-2,9.578450769E-2,-1.809177399E-1,2.217006293E-1
6.895100313E0,-1.108843237E-1,1.241446584E-1,-3.718471527E-2,1.705577102E-1
6.905079467E0,-7.482279837E-2,1.192447320E-1,2.789402008E-1,3.124506247E-1
6.915089236E0,7.280687988E-2,1.484065652E-1,-2.237634659E-1,2.782003577E-1
6.925099082E0,8.432030678E-2,2.244195491E-1,1.019058228E-1,2.604973030E-1
6.935078236E0,6.119666994E-2,2.412632555E-1,4.202747345E-1,4.884504512E-1
6.945088005E0,6.154167652E-2,2.038203478E-1,-5.614156723E-1,6.004312361E-1
6.955097852E0,-3.441167623E-2,1.773701459E-1,2.047605515E-1,2.730773069E-1
6.965077005E0,-5.501645803E-2,1.305087209E-1,5.016946793E-1,5.213030674E-1
6.975086775E0,-6.274158508E-2,1.005840898E-1,-3.961000443E-1,4.134596844E-1
6.985096621E0,-4.643395543E-3,5.276099592E-2,5.401706696E-2,7.565135383E-2
6.995075775E0,1.288095117E-2,-2.046666807E-3,3.628463745E-1,3.630807062E-1
7.005085621E0,3.089475632E-2,-6.288396567E-2,-1.279840469E-1,1.459068037E-1
7.015095390E0,5.031332374E-3,-1.147188172E-1,3.705978394E-3,1.148888837E-1
7.025074544E0,-2.211362123E-3,-1.799622327E-1,2.383365631E-1,2.986563454E-1
7.035084390E0,1.453103125E-2,-1.901390254E-1,-1.544666290E-2,1.913180579E-1
7.045094159E0,4.479140043E-4,-9.366504103E-2,-1.375474930E-1,1.664110975E-1
7.055103775E0,-1.363500953E-3,5.036007613E-3,1.880731583E-1,1.881455112E-1
7.065083083E0,-8.251309395E-3,1.002534330E-1,5.400180817E-2,1.141710568E-1
7.075092929E0,-7.714480162E-3,1.273676902E-1,-7.049083710E-2,1.457772267E-1
7.085102544E0,-5.038021505E-2,1.493364871E-1,1.091766357E-2,1.579833783E-1
7.095081929E0,7.269248366E-3,1.416390240E-1,-1.541709900E-2,1.426609338E-1
7.105091698E0,9.413182735E-3,1.528399885E-1,9.710788727E-2,1.813246036E-1
7.115101544E0,1.152001321E-2,1.084156632E-1,-1.057624817E-3,1.090311208E-1
7.125080698E0,-1.964214444E-2,1.141898930E-1,2.288246155E-2,1.181048371E-1
7.135090467E0,1.604312658E-2,1.005205661E-1,7.555007935E-2,1.267658495E-1
7.145100314E0,-2.258446813E-2,9.148834646E-2,3.723812103E-2,1.013254825E-1
7.155079467E0,1.801301539E-2,7.068156451E-2,2.047824860E-2,7.576088008E-2
7.165089237E0,-6.075918674E-3,5.494261160E-2,5.878257751E-2,8.069076017E-2
7.175099083E0,-6.210148335E-3,3.922770172E-2,3.244113922E-2,5.128163452E-2
7.185078237E0,8.223906159E-3,-4.729263950E-3,1.089382172E-2,1.444555024E-2
7.195088006E0,8.033767343E-3,-5.240492988E-3,7.553195953E-2,7.613856510E-2
7.205097852E0,-2.311864495E-2,6.190602668E-3,4.680061340E-2,5.256512837E-2
7.215077006E0,-8.720323443E-3,-8.381652646E-3,2.525424957E-2,2.800130825E-2
7.225086775E0,1.277446747E-2,-1.559711434E-2,4.440689087E-2,4.876913934E-2
7.235096621E0,3.198504448E-3,-3.007570468E-2,4.201316833E-2,5.176760335E-2
7.245075775E0,9.243190289E-4,-2.289132029E-2,3.962230682E-2,4.576892077E-2
7.255085621E0,-1.110649109E-2,-2.282990888E-2,5.398559570E-2,5.965738368E-2
7.265095391E0,-3.803968430E-3,-4.922354594E-2,4.440975189E-2,6.640522354E-2
7.275074545E0,8.286312222E-3,-4.911828041E-2,3.962135315E-2,6.364840977E-2
7.285084391E0,-1.540401578E-2,-7.065948844E-2,5.159950256E-2,8.884005669E-2
7.295094160E0,-1.053051651E-2,-6.092512235E-2,5.638790131E-2,8.368009157E-2
7.305103775E0,-6.317943335E-4,-5.352107435E-2,4.442024231E-2,6.955618226E-2
7.315083083E0,-4.938095808E-4,-4.601245373E-2,4.681873322E-2,6.564589497E-2
7.325092929E0,1.165124774E-2,-5.770352483E-2,4.921722412E-2,7.673189364E-2
7.335102545E0,1.180145144E-2,-5.730140954E-2,3.964233398E-2,7.066994011E-2
7.345081929E0,-4.917114973E-3,-7.352925092E-2,3.006362915E-2,7.958988980E-2
7.355091699E0,-9.525835514E-3,-6.573982537E-2,3.485584259E-2,7.501597126E-2
7.365101545E0,-4.430875182E-3,-7.458850741E-2,3.486156464E-2,8.245245164E-2
7.375080699E0,-1.612092555E-2,-6.899856031E-2,3.007793427E-2,7.697640999E-2
7.385090468E0,-1.540765166E-3,-6.575910747E-2,4.923534393E-2,8.216296772E-2
7.395100314E0,-1.332566142E-3,-6.251334399E-2,3.966236115E-2,7.404591009E-2
7.405079468E0,-1.301272213E-2,-4.736505449E-2,3.487777710E-2,6.024316276E-2
7.415089237E0,-3.386497498E-3,-5.854637548E-2,3.248882294E-2,6.704230055E-2
7.425099083E0,1.600395143E-2,-5.768847093E-2,4.206848145E-2,7.316996153E-2
7.435078237E0,-1.723825932E-2,-7.601287216E-2,3.967666626E-2,8.746057491E-2
7.445088007E0,-2.714246511E-4,-5.360757932E-2,3.249740601E-2,6.268913486E-2
7.455097853E0,4.703730345E-3,-8.136264980E-2,3.729152679E-2,8.962512947E-2
7.465077007E0,-9.394139051E-3,-6.369493157E-2,3.250598907E-2,7.212443055E-2
7.475086776E0,-9.170994163E-3,-6.754405797E-2,3.729724884E-2,7.770065425E-2
7.485096622E0,3.005266190E-3,-7.123778015E-2,2.533054352E-2,7.566696360E-2
7.495075776E0,-1.524314284E-3,-6.554058939E-2,4.448795319E-2,7.922796457E-2
7.505085545E0,5.774199963E-3,-5.980686843E-2,5.167007446E-2,7.924644782E-2
7.515095391E0,1.070429385E-2,-6.841642410E-2,3.970050812E-2,7.982179738E-2
7.525074545E0,-1.177325845E-3,-5.791528523E-2,4.209423065E-2,7.160649840E-2
7.535084391E0,1.819390059E-2,-5.696312338E-2,3.491592407E-2,6.924548503E-2
7.545094161E0,-5.623519421E-3,-6.069821864E-2,5.646514893E-2,8.309158056E-2
7.555104007E0,-6.435364485E-4,-4.798231274E-2,3.970718384E-2,6.228464436E-2
7.565083161E0,6.598174572E-3,-7.094821334E-2,3.252506256E-2,7.832665305E-2
7.575092930E0,-5.167424679E-4,-5.807932466E-2,2.773761749E-2,6.436497806E-2
7.585102545E0,2.006918192E-3,-5.005224049E-2,4.210376740E-2,6.543685298E-2
7.595081930E0,4.523143172E-3,-5.885171145E-2,4.689407349E-2,7.538591973E-2
7.605091699E0,1.168726385E-2,-5.092211813E-2,2.055644989E-2,5.614465142E-2
7.615101545E0,4.606142640E-3,-4.783092812E-2,3.731727600E-2,6.084072093E-2
7.625080699E0,1.659265161E-2,-4.705565050E-2,2.294921875E-2,5.492009626E-2
7.635090469E0,7.081240416E-3,-7.019624114E-2,3.252696991E-2,7.768951028E-2
7.645100315E0,2.368509769E-3,-5.987053365E-2,3.970718384E-2,7.188011607E-2
7.655079469E0,9.670957923E-3,-6.852103770E-2,3.731441498E-2,7.861949885E-2
7.665089238E0,7.275164127E-3,-6.047155708E-2,4.449462891E-2,7.542883554E-2
7.675099084E0,9.660169482E-3,-5.727867037E-2,4.209899902E-2,7.173904566E-2
7.685078238E0,-2.299219370E-3,-7.310416549E-2,4.928112030E-2,8.819373130E-2
7.695088007E0,2.558544278E-3,-9.121935070E-2,5.167770386E-2,1.048718321E-1
7.705097853E0,1.456731558E-2,-7.819806039E-2,4.448986053E-2,9.113995295E-2
7.715077007E0,1.696716249E-2,-7.222927362E-2,4.688262939E-2,8.776635750E-2
7.725086776E0,4.831805825E-3,-7.823906094E-2,4.927349091E-2,9.258819531E-2
7.735096623E0,9.507805109E-3,-7.923017442E-2,5.644798279E-2,9.774555569E-2
7.745075776E0,9.454786777E-3,-6.602519006E-2,4.686927795E-2,8.151961685E-2
7.755085546E0,-4.927754402E-3,-8.868382871E-2,3.010654449E-2,9.378437108E-2
7.765095392E0,-1.456961036E-2,-6.347603351E-2,2.770900726E-2,7.077619275E-2
7.775074546E0,-1.219271123E-2,-5.518794060E-2,5.164432526E-2,7.656048149E-2
7.785084392E0,-1.187473536E-4,-6.828096509E-2,3.967380524E-2,7.897034327E-2
7.795094161E0,-1.911684871E-2,-3.857239336E-2,5.403614044E-2,6.908826172E-2
7.805104007E0,1.450851560E-2,-4.012015834E-2,6.361198425E-2,7.659379003E-2
7.815083161E0,1.464036107E-2,-3.222515061E-2,1.572704315E-2,3.873164586E-2
7.825092931E0,2.628505230E-3,-7.715847343E-3,4.924583435E-2,4.991588465E-2
7.835102546E0,1.221024990E-2,-2.405726537E-2,4.206085205E-2,4.996956569E-2
7.845081931E0,1.465095580E-2,-3.312355280E-2,2.051162720E-2,4.162387663E-2
7.855091700E0,7.463067770E-3,-6.279408932E-3,2.529811859E-2,2.711315477E-2
7.865101546E0,3.496259451E-4,-2.036759257E-2,6.121253967E-2,6.451306905E-2
7.875080700E0,7.597774267E-3,-1.778322458E-2,4.684734344E-2,5.068178014E-2
7.885090469E0,5.209267139E-3,-2.949873358E-2,4.924011230E-2,5.763592982E-2
7.895100315E0,-1.630099118E-2,-2.453697473E-2,3.487396240E-2,4.565061550E-2
7.905079469E0,7.671639323E-3,-2.443749085E-2,5.163383484E-2,5.763764316E-2
7.915089238E0,1.014898717E-2,-1.939111575E-2,3.966522217E-2,4.530283833E-2
7.925099085E0,1.267282665E-2,-3.360019252E-2,7.557487488E-2,8.367278641E-2
7.935078238E0,7.950574160E-3,-2.393030375E-2,3.487586975E-2,4.303716252E-2
7.945088008E0,1.272918284E-2,-4.521430656E-2,3.247928619E-2,5.710752705E-2
7.955097854E0,-6.469815969E-3,-2.115778998E-2,3.008842468E-2,3.734734121E-2
7.965077008E0,3.184095025E-3,-2.577960491E-2,3.248214722E-2,4.159106128E-2
7.975086777E0,1.037685573E-2,-2.316950262E-2,3.726673126E-2,4.509228587E-2
7.985096623E0,-3.906935453E-3,-3.496862575E-2,3.247928619E-2,4.788499727E-2
7.995075777E0,3.240168095E-3,-1.794058830E-2,2.050781250E-2,2.743963869E-2
8.005085546E0,-3.906592727E-3,-2.259359881E-2,2.290248871E-2,3.240765593E-2
8.015095393E0,8.602887392E-4,-2.963702753E-2,3.487014771E-2,4.577139607E-2
8.025074546E0,1.052384079E-2,-2.476725727E-2,4.684257507E-2,5.402217227E-2
8.035084316E0,-1.097851992E-2,-2.463398501E-2,2.768993378E-2,3.865350631E-2
8.045094162E0,-1.353904605E-3,-3.399530426E-2,4.205417633E-2,5.409313742E-2
8.055104008E0,2.015775442E-2,-2.905092388E-2,4.444789886E-2,5.679706819E-2
8.065083162E0,2.010361850E-2,-1.216058061E-2,2.289962769E-2,3.280896441E-2
8.075092931E0,5.802109838E-3,-3.355932608E-2,3.247928619E-2,4.706162850E-2
8.085102777E0,5.806282163E-3,-2.371434122E-2,4.923725128E-2,5.495807316E-2
8.095081931E0,1.059156656E-2,-3.067777306E-2,3.965950012E-2,5.124629735E-2
8.105091700E0,1.775518060E-2,-3.994996101E-2,3.247356415E-2,5.445895878E-2
8.115101547E0,1.300373673E-2,-2.063233778E-2,2.050304413E-2,3.186165956E-2
8.125080700E0,3.470629454E-3,-2.764550224E-2,3.965759277E-2,4.846693437E-2
8.135090470E0,1.069256663E-2,-3.219821304E-2,4.683780670E-2,5.783455750E-2
8.145100085E0,1.790316403E-2,-2.245408297E-2,3.965568542E-2,4.896205174E-2
8.155079470E0,8.300393820E-3,-2.696370333E-2,4.204845428E-2,5.063605773E-2
8.165089316E0,5.890876055E-3,-1.259119809E-2,4.444313049E-2,4.656643145E-2
8.175134778E0,1.066114008E-2,-2.909711748E-2,2.528953552E-2,3.999828447E-2
8.185078239E0,2.031522989E-2,-3.377463296E-2,4.444313049E-2,5.940224108E-2
8.195088008E0,-8.428156376E-3,-2.876179293E-2,4.204750061E-2,5.163590669E-2
8.205097855E0,-1.564691961E-2,-2.139337361E-2,4.443645477E-2,5.174070970E-2
8.215077008E0,5.862981081E-3,-2.838271111E-2,3.964900970E-2,4.911208413E-2
8.225086855E0,3.370255232E-3,-3.534869105E-2,4.203891754E-2,5.502871221E-2
8.235096624E0,2.012667060E-2,-3.988717496E-2,3.485488892E-2,5.666509399E-2
8.245075778E0,8.092656732E-3,-2.528993040E-2,6.358623505E-2,6.890777141E-2
8.255085624E0,-1.116125286E-2,-4.183834419E-2,1.809310913E-2,4.692953449E-2
8.265095393E0,-1.614689827E-3,-1.754518598E-2,5.639839172E-2,5.908654131E-2
8.275074547E0,1.498501003E-2,-1.023793966E-2,5.400180817E-2,5.696982727E-2
8.285084316E0,-4.193469882E-3,-1.475387439E-2,-2.261352539E-2,2.732459569E-2
8.295094162E0,7.869794965E-3,-7.330663502E-3,4.681873322E-2,4.803817315E-2
8.305103778E0,1.011130214E-2,-7.342159748E-3,6.117916107E-2,6.244225725E-2
8.315083086E0,1.724709570E-2,-2.875975892E-2,8.506774902E-3,3.459698343E-2
8.325092932E0,1.252497733E-2,-2.617233619E-2,5.878829956E-2,6.555860282E-2
8.335102778E0,4.448443651E-4,-2.847414091E-2,5.160045624E-2,5.893709928E-2
8.345081932E0,1.242029667E-2,-1.898761839E-2,2.047824860E-2,3.056390170E-2
8.355091701E0,2.444009483E-2,-1.645691320E-2,3.962898254E-2,4.938222843E-2
8.365101547E0,2.817243338E-3,-3.776302934E-2,3.723621368E-2,5.310855726E-2
8.375080701E0,-2.029716969E-3,-3.990288451E-2,4.441642761E-2,5.974260611E-2
8.385090470E0,9.936973453E-3,-2.288728952E-2,5.638504028E-2,6.165909690E-2
8.395100086E0,7.536143064E-3,-3.230993822E-2,3.722858429E-2,4.986675294E-2
8.405079470E0,-6.934449077E-3,-2.253608778E-2,3.483676910E-2,4.206616595E-2
8.415089240E0,-4.396200180E-3,-3.417266533E-2,3.244209290E-2,4.732427520E-2
8.425099086E0,1.476803422E-2,-3.161650151E-2,5.159378052E-2,6.228656509E-2
8.435078240E0,-1.974388957E-3,-4.094099998E-2,2.286243439E-2,4.693351252E-2
8.445088009E0,-4.397630692E-3,-2.628076449E-2,5.158996582E-2,5.806498352E-2
8.455097855E0,1.943783462E-2,-1.410827786E-2,4.201030731E-2,4.839151619E-2
8.465077009E0,-2.147957683E-3,-3.065878525E-2,3.243064880E-2,4.468021729E-2
8.475086855E0,1.683774590E-2,-1.611363143E-2,3.721809387E-2,4.391292881E-2
8.485096624E0,9.541049600E-3,-2.789057046E-2,3.242778778E-2,4.382324690E-2
8.495075778E0,1.433113217E-2,-1.348156855E-2,3.481960297E-2,3.999423447E-2
8.505085624E0,-1.436963677E-2,-1.340369880E-2,4.918479919E-2,5.296498914E-2
8.515095394E0,9.534984827E-3,-1.554374769E-2,3.721332550E-2,4.144098965E-2
8.525074548E0,-9.518802166E-3,-1.530465111E-2,4.200172424E-2,4.570541302E-2
8.535084394E0,-1.731514931E-5,-1.042154431E-2,4.439640045E-2,4.560317159E-2
8.545094163E0,-9.115040302E-5,-2.701576799E-2,3.960704803E-2,4.794349051E-2
8.555103778E0,1.478195190E-5,-2.688921615E-2,5.636405945E-2,6.244947847E-2
8.565083086E0,1.190510392E-2,-1.469390094E-2,4.678440094E-2,5.046208870E-2
8.575092932E0,-4.809647799E-3,-2.182466909E-2,3.481578827E-2,4.137134281E-2
8.585102548E0,-2.425551414E-3,-1.932002604E-2,3.481578827E-2,3.989092401E-2
8.595081932E0,9.585827589E-3,-3.109866008E-2,3.481674194E-2,4.765732125E-2
8.605091702E0,2.324968576E-3,-7.040321827E-3,3.481197357E-2,3.559276772E-2
8.615101548E0,-2.475932240E-3,-2.369429544E-2,3.720474243E-2,4.417853253E-2
8.625080702E0,1.653124392E-2,-2.351272851E-2,1.565551758E-2,3.272958384E-2
8.635090471E0,-1.214924455E-2,-1.377558708E-2,2.762603760E-2,3.317482322E-2
8.645100317E0,-2.578154206E-3,-4.065204412E-3,4.438591003E-2,4.464618433E-2
8.655079471E0,1.656012237E-2,-1.596704498E-2,3.002166748E-2,3.782174899E-2
8.665089240E0,4.570648074E-3,-1.828307658E-2,3.480529785E-2,3.957992511E-2
8.675099086E0,2.401582599E-1,9.107033610E-1,-5.852880478E-1,1.108881734E0
8.685078240E0,-4.521254301E-1,-2.148782492E0,-1.863801003E0,2.880180164E0
8.695088010E0,-3.691962242E0,-7.690415382E-1,-2.639556885E0,4.603180491E0
8.705097856E0,-3.428358078E0,-6.648441553E-1,-6.240844727E-1,3.547553846E0
8.715077010E0,-1.123918891E0,-2.515012980E0,-1.122472763E0,2.974630912E0
8.725086779E0,-9.750214219E-1,-1.542185664E0,3.007064342E0,3.517305696E0
8.735096625E0,4.939356446E-2,-1.241970181E0,7.631207466E0,7.731769335E0
8.745075779E0,2.079814196E0,-1.310933232E0,5.620846272E0,6.134988658E0
8.755085625E0,2.089433908E0,-8.141964674E-1,4.777602196E0,5.277701459E0
8.765095394E0,2.313439250E-1,1.241749287E0,-5.337649345E0,5.485067168E0
8.775074548E0,-9.514925480E-1,2.273599625E0,-6.339369774E0,6.801632337E0
8.785084394E0,-1.832928896E0,1.843943357E0,-1.475507736E0,2.989461243E0
8.795094164E0,-2.068237543E0,1.077942491E0,9.789578438E0,1.006356858E1
8.805104010E0,-6.372370720E-1,-1.082435846E0,-1.006732750E1,1.014538424E1
8.815083164E0,-4.094621181E0,1.635421395E0,-2.025726318E0,4.852225559E0
8.825092933E0,-1.123046756E0,8.924939632E-1,4.738037586E0,4.950432270E0
8.835102548E0,2.787099123E0,3.761408925E-1,-3.024228096E0,4.129813442E0
8.845081933E0,-2.807307243E-1,2.687613010E0,-6.389231682E0,6.937171968E0
8.855091702E0,4.221335411E0,8.748862147E-1,-2.345895767E-1,4.317421778E0
8.865101548E0,7.301506996E-1,1.745550990E0,2.045723915E0,2.786584763E0
8.875080702E0,1.184954643E0,1.684313178E0,2.439562798E0,3.192568720E0
8.885090472E0,-3.709152639E-1,1.763692141E0,-4.275804520E0,4.640117713E0
8.895100318E0,-2.140292645E0,1.991920352E0,-1.603407860E0,3.334593837E0
8.905079472E0,-1.728204489E0,1.508319974E0,1.340284348E0,2.656705108E0
8.915089241E0,-8.230956793E-1,7.952863574E-1,2.413215637E-1,1.169702092E0
8.925099087E0,-5.691429973E-1,8.446709514E-1,8.845214844E-1,1.348988889E0
8.935078241E0,-2.378535867E-1,-5.267906189E-1,-3.936876297E0,3.979080002E0
8.945088010E0,1.345651746E0,-1.913648009E0,-8.391466141E-1,2.485355983E0
8.955097856E0,7.148041725E-1,-1.485356569E0,3.452870369E0,3.826165565E0
8.965077010E0,5.319011807E-1,-1.570254683E0,2.242007732E0,2.788407666E0
8.975086779E0,-2.193658352E-1,-1.513992429E0,-5.874595642E-1,1.638719983E0
8.985096626E0,-8.344190717E-1,-1.660522819E0,-6.714019775E-1,1.975948338E0
8.995075779E0,-1.411429167E0,-1.544081450E0,4.753932953E-1,2.145301517E0
9.005085549E0,-9.072949886E-1,-1.775132298E0,3.687419891E-1,2.027375034E0
9.015095395E0,-3.517493904E-1,-1.714384437E0,2.900094986E-1,1.773963680E0
9.025074549E0,-1.042968631E-1,-1.611335516E0,1.220466614E0,2.024059964E0
9.035084318E0,1.919411123E-1,-1.042187095E0,-3.772665977E0,3.918673744E0
9.045094164E0,7.026249766E-1,-5.693168044E-1,-2.353363037E-1,9.344445716E-1
9.055104010E0,9.552296400E-1,-3.775176406E-2,1.123606682E0,1.475256193E0
9.065083164E0,6.913356781E-1,1.275655866E0,-3.423478127E0,3.718258381E0
9.075092934E0,5.044328570E-1,8.339437842E-1,-9.122276306E-2,9.788954669E-1
9.085102780E0,3.514842391E-1,9.324676394E-1,1.454325676E0,1.762980499E0
9.095081934E0,4.255855083E-1,9.068038464E-1,-3.925304413E-1,1.075870061E0
9.105091703E0,5.943455100E-1,6.918544769E-1,-2.996282578E-1,9.600449444E-1
9.115101549E0,3.106604815E-1,6.511831880E-1,7.656984329E-1,1.052066333E0
9.125080703E0,2.132506371E-1,6.088279486E-1,5.190658569E-1,8.279955731E-1
9.135090472E0,1.218628883E-1,5.655461550E-1,9.798908234E-2,5.867664588E-1
9.145100088E0,-1.624858379E-2,4.795058370E-1,1.701717377E-1,5.090660905E-1
