"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.263498023E1,-2.300452948E0,8.900439739E-1,3.237121582E0,4.069793383E0
2.264508154E1,-6.506570816E0,-7.438693523E0,-8.282661438E-1,9.917441703E0
2.265496923E1,-2.583553314E0,-1.218837452E1,-7.062864304E-1,1.247918514E1
2.266475008E1,1.319356203E0,-8.291397095E-1,6.042585373E-1,1.671317393E0
2.267495816E1,-5.955817699E0,-1.859060049E0,7.436180115E-1,6.283377792E0
2.268496800E1,-1.236479998E0,3.374810696E0,-3.155681610E0,4.782944328E0
2.269497777E1,-8.501285553E0,1.980911732E0,-8.950424194E-1,8.774791637E0
2.270498762E1,7.070216179E0,2.268969059E0,1.706295013E-1,7.427334100E0
2.271496677E1,-9.041598320E0,-5.812250137E0,1.902965069E0,1.091576969E1
2.272497654E1,-1.162313461E1,-3.750745296E0,-4.029016495E0,1.286072791E1
2.273498639E1,-3.715347052E0,-2.492364645E0,-1.102217674E0,4.607664163E0
2.274496554E1,-8.081894875E0,-3.721931219E0,2.481260300E-1,8.901200104E0
2.275492954E1,-1.438602448E0,-2.846026897E0,-1.254938126E0,3.426998074E0
2.276498516E1,1.633847809E1,5.777882576E0,3.874542236E0,1.775786786E1
2.277507131E1,1.270485282E0,7.662535310E-1,2.981081963E0,3.329883931E0
2.278497416E1,-2.417084312E1,1.071481824E0,-1.419190407E0,2.423616785E1
2.279498392E1,-2.409896278E1,-6.836777210E0,-4.643446922E0,2.547671739E1
2.280510054E1,6.272730350E0,3.097015619E0,-5.612363815E-1,7.018093621E0
2.281497293E1,7.294042587E0,4.864013672E0,1.417483330E0,8.880931553E0
2.282498269E1,3.850078583E-1,4.921454430E0,8.083000183E-1,5.002228871E0
2.283499231E1,6.515142918E0,5.284592628E0,-5.599531174E0,1.008606741E1
2.284497169E1,-1.458417416E0,3.499848127E0,2.016087532E0,4.294243497E0
2.285498146E1,-1.014992905E1,-1.082147408E1,3.267551422E0,1.519217737E1
2.286499131E1,4.418577552E-1,-6.784143448E0,-6.384868622E-1,6.828433647E0
2.287497046E1,1.172232819E1,-7.080138922E-1,-9.049531937E0,1.482593302E1
2.288498023E1,-5.134195089E-1,6.202067137E-1,-3.680750847E0,3.767782207E0
2.289514269E1,-1.335446930E1,-1.480848432E0,3.824883461E0,1.397012870E1
2.290496923E1,-1.062003517E1,-1.907984138E0,-3.385158539E0,1.130861834E1
2.291484185E1,4.384670734E0,5.201651096E0,-2.371724129E0,7.204692007E0
2.292495816E1,2.439474761E-1,-2.685498476E0,-6.356697083E-1,2.770467183E0
2.293496800E1,5.929653168E0,4.250576973E0,-8.757371902E-1,7.348136289E0
2.294497777E1,6.519005775E0,3.233613729E0,-1.872598648E0,7.514008235E0
2.295498762E1,4.367474556E0,-3.701081276E0,3.011820793E0,6.468686196E0
2.296496677E1,6.010653019E0,-3.131420612E0,-2.149252892E0,7.110065594E0
2.297497654E1,-1.179800606E1,-2.313551664E0,-4.806966782E-1,1.203231223E1
2.298498639E1,-6.494822979E0,-2.613828182E0,4.775588512E0,8.474731201E0
2.299507139E1,-1.206845880E0,-2.197761834E-1,2.884405613E0,3.134417695E0
2.300497531E1,-4.489810765E-1,-4.289350986E0,-3.382129669E-1,4.326026341E0
2.301498516E1,1.280056763E1,-2.396330118E0,-3.613827705E0,1.351505384E1
2.302496431E1,-2.788258791E0,-4.721209526E0,-3.220845222E0,6.359091949E0
2.303497408E1,-9.325344086E0,-3.777786016E0,1.414466858E0,1.016043434E1
2.304498393E1,1.186489391E1,2.402832985E0,3.552605152E0,1.261627193E1
2.305499377E1,-2.039098358E1,-1.070364571E1,3.842926025E-1,2.303275762E1
2.306497293E1,8.182579994E0,-5.504556298E-1,3.950230122E0,9.102853112E0
2.307475377E1,1.578703880E0,-2.426074266E0,-8.688990593E0,9.158422343E0
2.308511446E1,-2.191082764E1,-1.400018597E1,2.310981750E-1,2.600274949E1
2.309497170E1,-1.669996643E1,-7.092192650E0,9.393394470E0,2.043095531E1
2.310498146E1,6.187455654E0,-5.225516319E0,1.195899296E1,1.444327320E1
2.311499131E1,1.013525105E1,-5.004502296E0,2.248544693E-1,1.130570283E1
2.312507723E1,-6.116222858E0,8.108141899E0,-1.870717239E1,2.128634412E1
2.313498023E1,-3.605656862E0,1.944278359E0,-5.557870865E-1,4.133990691E0
2.314498985E1,-5.985556841E-1,-1.071806717E1,-5.787744522E-1,1.075035872E1
2.315496923E1,2.727294350E1,4.318891048E0,-6.156171799E0,2.829071788E1
2.316497900E1,2.280628681E-2,5.585671425E0,8.843420029E0,1.045974776E1
2.317498885E1,2.419498444E1,4.185059547E0,-1.270151138E-1,2.455459485E1
2.318507477E1,1.799834633E1,7.337569237E0,-3.257452965E0,1.970764808E1
2.319497777E1,-1.136291218E1,-1.009723091E1,-9.405766487E0,1.787563393E1
2.320498762E1,-7.575074673E0,-6.111391068E0,5.438822746E0,1.114951344E1
2.321496677E1,-1.722829223E0,-2.022502899E0,1.810088634E0,3.214821826E0
2.322497662E1,1.946143341E1,8.809659958E0,1.948728561E0,2.145122472E1
2.323498639E1,-6.393802166E0,-9.150272369E0,-1.233240128E0,1.123072000E1
2.324496554E1,1.309006405E1,-5.232411861E0,-6.268065453E0,1.542778517E1
2.325508246E1,4.078095436E0,-3.619714379E-1,-1.277917767E1,1.341898906E1
2.326498516E1,-2.576610565E0,-3.863800764E0,9.561252594E-2,4.645107114E0
2.327508639E1,-3.089335442E1,1.269043446E0,1.046106434E1,3.264113487E1
2.328497408E1,-2.043893433E1,-2.176080513E1,5.435464859E0,3.034513066E1
2.329498393E1,2.513245964E1,-6.171146870E0,5.141325474E0,2.638478366E1
2.330500154E1,-1.557961082E1,-1.489232254E1,-6.134512901E0,2.240843128E1
2.331497285E1,-2.645073318E1,-3.992508173E0,-6.697473526E0,2.757603233E1
2.332498270E1,1.146985626E1,-1.651521921E0,7.105428696E0,1.359309546E1
2.333499254E1,-3.773327255E1,-7.227761269E0,6.811100006E0,3.901834791E1
2.334507846E1,1.167074680E1,-7.934027672E0,3.491125107E0,1.453764357E1
2.335498146E1,1.915963554E1,7.405288219E0,-1.252849483E1,2.406019764E1
2.336526585E1,-2.647075272E1,-8.254532814E0,-6.434859276E0,2.846481118E1
2.337497046E1,-5.438468933E0,-7.803890228E0,8.897192001E0,1.302450278E1
2.338498023E1,-2.595809460E0,7.495930195E0,8.130130768E0,1.135897102E1
2.339499008E1,4.803189468E1,-6.923395634E0,6.086571693E0,4.890851326E1
2.340507600E1,2.145289230E1,-1.225313091E1,-2.125404167E1,3.258987715E1
2.341497900E1,-2.359262085E1,1.573395967E0,-8.316993713E-2,2.364517394E1
2.342498885E1,3.870573282E0,-2.274986649E1,1.225222969E1,2.612766532E1
2.343499847E1,-2.742810822E1,-1.805682659E0,1.736579895E0,2.754228240E1
2.344505408E1,1.012106705E1,-1.027318764E1,1.749059868E1,2.266926167E1
2.345495716E1,6.929979324E-1,3.724540234E0,8.500069618E0,9.306107113E0
2.346496677E1,3.521075249E0,-2.323722363E0,-8.492486954E0,9.482615208E0
2.347497654E1,-1.214462280E1,-2.090290308E0,-3.112012100E1,3.347122806E1
2.348498639E1,-5.295329094E0,-9.088629723E0,5.924780846E0,1.207256098E1
2.349511816E1,1.314186859E1,5.032133579E0,6.421955109E0,1.546843838E1
2.350508208E1,-3.291105747E0,6.277470589E0,-4.477053642E0,8.383437442E0
2.351478670E1,1.014310551E1,-8.727059364E0,-8.227347374E0,1.570774966E1
2.352496431E1,3.365036488E0,-1.538079929E1,-6.182579994E0,1.691498604E1
2.353508146E1,-2.725503731E1,-3.452282429E0,8.652772903E0,2.880322537E1
2.354498393E1,5.529850960E0,6.654033661E-1,-2.528285980E-1,5.575476265E0
2.355523777E1,2.212690163E1,-1.122439766E1,1.883576870E0,2.488241830E1
2.356497293E1,-1.064584923E1,7.399847984E0,7.408482552E0,1.493243013E1
2.357498270E1,-1.556773186E-1,-7.070942402E0,-6.828923225E0,9.831411613E0
2.358499231E1,1.940737724E0,1.808845520E0,-3.896149635E0,4.713636283E0
2.359497170E1,4.206505299E0,-1.442118263E1,4.799623489E-1,1.502982233E1
2.360496616E1,1.741569042E0,-4.176865578E0,-7.016824722E0,8.349556753E0
2.361496062E1,-4.467957497E0,-3.599511683E-1,-1.632640076E1,1.693055140E1
2.362497046E1,3.788096189E0,-1.509593678E1,6.731453896E0,1.695728314E1
2.363498024E1,-4.776326180E0,-1.251082659E0,5.261862278E0,7.215656188E0
2.364498985E1,1.055006981E-1,-1.080753207E-1,2.897456646E0,2.901390303E0
2.365496924E1,1.741095781E-1,-4.670671463E0,2.350123882E0,5.231497713E0
2.366497900E1,1.913074017E0,-5.138186216E-1,2.140230656E0,2.916238850E0
2.367498885E1,2.503249645E0,9.238010645E-2,-6.713422775E0,7.165531259E0
2.368496800E1,3.588147163E0,-5.239565372E-1,-8.124704361E-1,3.716105317E0
2.369497777E1,-2.209033728E0,2.916251183E0,4.381163120E0,5.707796532E0
2.370498762E1,1.247497082E1,-4.584897995E0,-1.274403572E0,1.335178980E1
2.371496677E1,-8.671968460E0,5.185144901E0,6.568303108E0,1.205119788E1
2.372497662E1,3.679062426E-1,-3.123087645E0,-5.730752945E-1,3.196474109E0
2.373481847E1,1.118516922E1,-4.692834854E0,-1.972325706E1,2.315464486E1
2.374496554E1,3.195640326E0,-3.584180593E0,2.740806103E0,5.529058302E0
2.375497539E1,-5.894407272E0,1.831266582E-1,6.983822823E0,9.140642958E0
2.376498516E1,1.804451704E0,-1.854635596E0,2.810626507E0,3.820384864E0
2.377496431E1,-4.042447567E0,7.901609540E-1,4.027582169E0,5.760829349E0
2.378497408E1,-4.370641708E-1,1.661584973E-1,1.479258537E0,1.551399225E0
2.379498393E1,2.277043819E0,-4.995367527E-1,-2.572068214E0,3.471311052E0
2.380499354E1,1.173543572E0,5.813882351E-1,-4.044951439E0,4.251687775E0
2.381507970E1,-2.102082014E0,1.228252053E0,-1.348064995E1,1.369873260E1
2.382498270E1,4.053210258E0,-4.231281281E0,5.473503113E0,8.018197491E0
2.383499254E1,1.038595915E0,5.946611166E-1,8.109276772E0,8.197113704E0
2.384497170E1,-3.568893433E0,1.890787959E0,6.623762131E0,7.757983256E0
2.385498147E1,1.699775934E0,-1.069955587E0,-5.316895485E0,5.683609837E0
2.386499131E1,4.751959801E0,-3.057077646E0,-9.356190681E0,1.093001143E1
2.387497047E1,-5.651686192E0,3.336534023E0,-3.235350609E0,7.317206411E0
2.388498024E1,-4.974421263E-1,4.318222404E-1,6.905531883E0,6.936878960E0
2.389499008E1,3.560268402E0,-2.518707752E0,5.561428547E0,7.067452675E0
2.390496924E1,2.835701108E-1,-1.690403938E0,1.750500679E0,2.449924511E0
2.391497901E1,-2.886338949E0,2.038319826E0,-1.160208988E1,1.212823936E1
2.392498885E1,3.523883343E0,-1.210829973E0,-1.567715645E0,4.042473918E0
2.393496800E1,-1.463550448E0,-5.605860949E-1,4.796533108E0,5.046084278E0
2.394497777E1,2.218176365E0,-1.718528867E-1,1.036452293E0,2.454398736E0
2.395498762E1,-9.638237357E-1,3.939492702E-1,-9.012298584E-1,1.377086591E0
2.396496677E1,3.734766960E0,-2.540244818E0,-2.944861412E0,5.391988197E0
2.397497654E1,1.580971479E-2,5.475113988E-1,2.744283676E0,2.798412331E0
2.398498639E1,1.404456139E0,-7.649669647E-1,7.257480621E-1,1.756240801E0
2.399496554E1,7.991725206E-1,2.080893278E0,-1.234644890E0,2.548164350E0
2.400497531E1,4.616460800E0,-3.162613630E0,-8.916101456E-1,5.666463090E0
2.401498516E1,-3.453850746E-2,4.692602158E-2,-1.163151741E0,1.164610206E0
2.402496431E1,2.660810232E0,-1.340857744E0,3.099155426E-2,2.979726675E0
2.403497416E1,-9.792065620E-1,1.571317911E0,3.756263256E0,4.187767797E0
2.404498393E1,1.842441797E0,-8.535929918E-1,-2.607653618E0,3.305006832E0
2.405499377E1,-6.837276936E0,2.685128689E0,-7.030106544E0,1.016762853E1
2.406497293E1,1.695590258E0,5.869563818E-1,5.789474487E0,6.061151620E0
2.407498270E1,3.120108366E0,-3.903803527E-1,6.261851311E0,7.007014691E0
2.408499231E1,9.138017893E-2,-1.984953284E-1,8.400173187E-1,8.679745551E-1
2.409497170E1,-5.347105026E0,2.669396400E0,-2.030916595E1,2.117024872E1
2.410498147E1,3.012909651E0,-9.236132503E-1,3.882749081E0,5.000642601E0
2.411499131E1,1.986353636E0,-1.012737036E0,6.875542164E0,7.228023043E0
2.412497047E1,9.642999649E0,-4.587221622E0,-3.258682251E0,1.116463409E1
2.413498024E1,-8.003100395E0,5.386367321E0,-8.501231194E0,1.285820752E1
2.414498985E1,2.787989616E0,-4.171543121E-1,5.532237053E0,6.209070029E0
2.415496924E1,3.739523411E0,-2.587597847E0,5.055317879E0,6.799701230E0
2.416497901E1,4.879744351E-1,4.589157701E-1,2.085251808E0,2.190204976E0
2.417498885E1,8.815867305E-1,7.062925100E-1,-6.214625359E0,6.316455701E0
2.418496800E1,5.254280567E-2,1.865668416E0,-1.279946327E0,2.263126595E0
2.419497777E1,1.908198953E0,-1.365484297E-1,1.124528885E0,2.219106561E0
2.420498762E1,-4.545566440E-1,2.061289549E-2,1.509956360E0,1.577027217E0
2.421496678E1,3.218689442E0,-8.404940367E-1,2.211418152E-1,3.333960955E0
2.422497662E1,-3.872400522E-1,1.149452686E0,2.769241333E0,3.023225744E0
2.423498639E1,3.331859350E0,-2.198751271E-1,-9.733352661E-1,3.478076098E0
2.424496554E1,-3.905252814E-1,2.229295969E-1,-4.179378510E0,4.203500009E0
2.425497539E1,2.702823162E0,-7.421913147E-1,2.950139046E0,4.069326895E0
2.426498516E1,1.042152405E0,-2.786183357E-1,1.590561867E0,1.921873269E0
2.427496431E1,1.804528713E0,1.380024254E-1,-7.781219482E-2,1.811469924E0
2.428497408E1,1.630596876E0,3.337792158E-1,1.159187317E0,2.028292379E0
2.429498393E1,-5.875158906E-1,1.158121228E0,3.050260544E-1,1.333964240E0
2.430499378E1,1.092029214E0,2.759106755E-1,-1.929718018E0,2.234382718E0
2.431497285E1,1.622035503E0,-1.090349555E0,4.787054062E-1,2.012217730E0
2.432498270E1,-2.099360228E-1,2.826426029E-1,-1.111902237E0,1.166313234E0
2.433499254E1,1.210915327E0,-1.178383231E-1,3.058036327E0,3.291168179E0
2.434497170E1,1.161527872E0,1.372877359E-1,-3.380775452E-1,1.217493879E0
2.435498147E1,1.528624296E0,-1.476615667E-3,-2.727559090E0,3.126703217E0
2.436499131E1,1.051895022E0,-4.456934929E-1,-3.748760223E-1,1.202355131E0
2.437497047E1,1.703804731E-1,4.979190230E-2,7.108497620E-2,1.912114353E-1
2.438498024E1,7.469717264E-1,1.790767461E-1,1.592321396E0,1.767914780E0
2.439498985E1,1.005923510E0,1.940666884E-1,8.429803848E-1,1.326710185E0
2.440496924E1,1.219626665E0,1.231050491E-2,-1.198664665E0,1.710098749E0
2.441497901E1,1.607465863E0,3.311434388E-2,-3.410415649E-1,1.643579146E0
2.442498885E1,2.018305779E0,-7.119517922E-1,1.227923393E0,2.467433774E0
2.443496801E1,3.311632872E-1,-6.696817279E-2,-9.480342865E-1,1.006440692E0
2.444497778E1,7.243868113E-1,-6.885221601E-2,9.068012238E-2,7.332801406E-1
2.445498762E1,1.045623302E0,-1.638669968E-1,4.558105469E-1,1.152364412E0
2.446496678E1,6.815723777E-1,4.918584228E-2,-8.794784546E-2,6.889811149E-1
2.447497662E1,5.370134115E-2,1.763248742E-1,9.942054749E-1,1.011147280E0
2.448498639E1,7.564309239E-1,-3.745408654E-1,-9.454784393E-1,1.267437605E0
2.449496554E1,5.053422451E-1,-1.225157082E-1,1.509151459E-1,5.414390683E-1
2.450497539E1,-1.550480723E-1,-3.671705723E-3,7.253179550E-1,7.417139085E-1
2.451498516E1,8.223066926E-1,-5.477167368E-1,-2.419757843E-1,1.017218856E0
2.452496431E1,7.388081551E-1,-8.298897743E-2,5.836629868E-1,9.451915903E-1
2.453497416E1,2.089837790E-1,4.401296377E-1,4.616117477E-1,6.711733930E-1
2.454498393E1,1.203894839E-1,5.832712054E-1,2.103967667E-1,6.316373377E-1
2.455499355E1,2.713650465E-1,6.394635439E-1,9.529085159E-1,1.179231636E0
2.456497285E1,1.569271684E-1,5.240350962E-3,-3.083731651E0,3.087726428E0
2.457498270E1,1.364789248E0,-1.570962548E0,-7.114448547E-1,2.199255965E0
2.458499231E1,-6.533657908E-1,-1.860707998E-1,8.643217087E-1,1.099345812E0
2.459497170E1,-9.316903353E-2,-3.944885731E-2,3.002678394E0,3.004382502E0
2.460498147E1,8.979336917E-2,1.808954775E-1,-1.138912201E0,1.156679309E0
2.461499131E1,4.912450910E-1,3.521727324E-1,-9.553003311E-1,1.130462779E0
2.462497047E1,1.917262226E-1,5.578469038E-1,1.311786652E0,1.438310235E0
2.463498024E1,-2.975837328E-2,4.768317342E-1,1.094143867E0,1.193903206E0
2.464499008E1,2.925027609E-1,3.070304990E-1,-1.757487297E0,1.807923447E0
2.465496924E1,9.079440236E-1,3.134872019E-1,-1.177845001E-1,9.677343459E-1
2.466497901E1,-4.924304187E-1,5.926619768E-1,1.946190834E0,2.093178134E0
2.467498885E1,-2.020387650E-1,-7.955244184E-2,-5.231421471E0,5.235925788E0
2.468496801E1,-4.300663471E-1,-3.888846934E-1,5.499868393E-1,7.991707521E-1
2.469497778E1,5.722394586E-1,-3.720551729E-3,2.566688538E0,2.629707567E0
2.470498762E1,6.434243321E-1,-3.599282503E-1,-5.598869324E-1,9.257519072E-1
2.471496678E1,1.591176867E0,-3.141131103E-1,-1.956367493E0,2.541236832E0
2.472497654E1,4.082196951E-2,-3.184885085E-1,-3.574171066E-1,4.804668056E-1
2.473498639E1,4.078786075E-1,-2.865731418E-1,1.586997986E0,1.663445740E0
2.474496555E1,-7.670416683E-2,2.243823707E-1,9.602422714E-1,9.890885690E-1
2.475497531E1,9.345816076E-2,4.695563018E-1,-6.270675659E-1,7.889431416E-1
2.476498516E1,2.818375230E-1,4.894955754E-1,1.556816101E-1,5.858968096E-1
2.477496431E1,-1.581922472E-1,2.703108191E-1,3.520755768E-1,4.712217501E-1
2.478497416E1,2.793229222E-1,-1.129958332E-1,-1.041336060E0,1.084052647E0
2.479498393E1,5.413723588E-1,5.367073417E-2,4.190664291E-1,6.867177372E-1
2.480499355E1,2.269383669E-1,1.911539435E-1,1.230904579E0,1.266162286E0
2.481497293E1,2.534481883E-1,-8.650636673E-2,-1.292469978E0,1.319923475E0
2.482498270E1,1.796858460E-1,3.798925877E-2,-3.398294449E-1,3.862825891E-1
2.483499231E1,3.669284284E-1,-5.657717586E-2,1.376982689E0,1.426155242E0
2.484497170E1,2.556508780E-1,3.636053205E-2,3.309679031E-1,4.197847217E-1
2.485498147E1,4.821631908E-1,-6.815590858E-1,-1.318777084E0,1.560825784E0
2.486499132E1,-8.629805595E-2,-3.576847315E-1,-8.281583786E-1,9.062185286E-1
2.487497047E1,-1.397927701E-1,-1.770404577E-1,1.721597672E0,1.736313303E0
2.488498024E1,3.681574762E-2,-1.527184248E-1,2.854080200E-1,3.257852889E-1
2.489499008E1,3.894563019E-1,-4.069954455E-1,-1.472250938E0,1.576338901E0
2.490496924E1,5.273479223E-2,-2.567495704E-1,-4.788665771E-1,5.459070424E-1
2.491497901E1,2.429343015E-1,-2.899401784E-1,1.254768372E0,1.310544180E0
2.492498885E1,5.871913433E-1,-3.510010540E-1,4.169940948E-1,8.011738193E-1
2.493496801E1,2.136723399E-1,-1.559457183E-1,-1.046033859E0,1.078963285E0
2.494497778E1,1.233648807E-1,-2.366808057E-2,3.807497025E-1,4.009356653E-1
2.495498762E1,9.449151158E-2,3.050756454E-2,8.741178513E-1,8.797393791E-1
2.496496678E1,2.504483163E-1,6.171301007E-2,-2.656183243E-1,3.702511971E-1
2.497497662E1,2.805736959E-1,3.427967429E-2,-4.167366028E-1,5.035534639E-1
2.498498639E1,1.442947984E-1,-1.380146146E-1,2.174978256E-1,2.952529878E-1
2.499496555E1,1.411812752E-1,-2.510555387E-1,3.371191025E-1,4.434076287E-1
2.500497532E1,2.080985606E-1,-2.040136456E-1,-1.826162338E-1,3.439117145E-1
2.501498516E1,1.312108338E-1,-1.459220648E-1,-8.233451843E-2,2.128109603E-1
2.502496432E1,1.060998440E-1,-1.609759331E-1,2.670059204E-1,3.293365899E-1
2.503497408E1,9.142163396E-2,-1.597557664E-1,1.542825699E-1,2.401727117E-1
2.504498393E1,5.850848556E-1,-2.418761849E-1,-3.042793274E-2,6.338408603E-1
2.505499378E1,2.922689319E-1,-9.204751253E-2,1.368083954E-1,3.355747460E-1
2.506497285E1,-1.264222562E-1,-5.961841345E-2,3.363609314E-2,1.437648387E-1
2.507498270E1,5.036564544E-2,-6.928944588E-2,-4.797935486E-3,8.579478851E-2
2.508499255E1,3.015864789E-1,-4.950642586E-2,1.266965866E-1,3.308433399E-1
2.509497170E1,1.321797967E-1,-3.241777420E-2,-3.757476807E-4,1.360975824E-1
2.510498147E1,7.447262108E-2,-2.829211950E-2,-7.671356201E-3,8.003414910E-2
2.511499132E1,1.726855636E-1,-2.233463526E-2,1.550579071E-1,2.331568021E-1
2.512497047E1,1.708931029E-1,-1.396936178E-2,3.765106201E-2,1.755482787E-1
2.513498024E1,9.152954072E-2,1.825869083E-2,6.451606750E-3,9.355565106E-2
2.514498985E1,1.298617423E-1,3.349441290E-2,2.554130554E-2,1.365221817E-1
2.515496924E1,1.202512309E-1,2.424061298E-2,8.775711060E-2,1.508286323E-1
2.516497901E1,1.088251844E-1,5.777317286E-2,2.309513092E-2,1.253556753E-1
2.517498885E1,1.406134516E-1,6.266075373E-2,-8.640289307E-4,1.539456377E-1
2.518496801E1,1.246259660E-1,6.704005599E-2,4.222393036E-2,1.476782340E-1
2.519497778E1,1.255148053E-1,6.611040235E-2,3.985118866E-2,1.473521934E-1
2.520498762E1,1.170400605E-1,9.358564019E-2,3.988742828E-2,1.550730626E-1
2.521496678E1,7.082156092E-2,8.492228389E-2,6.148910522E-2,1.265242975E-1
2.522497655E1,8.486343920E-2,8.317133784E-2,4.959392548E-2,1.287588141E-1
2.523498639E1,1.060714722E-1,8.850285411E-2,1.854038239E-2,1.393831345E-1
2.524496555E1,9.860575944E-2,9.363919497E-2,2.341270447E-2,1.379838735E-1
2.525497539E1,1.007483751E-1,8.907991648E-2,6.899642944E-2,1.511488467E-1
2.526498516E1,1.529054642E-1,6.748083234E-2,2.600479126E-2,1.691448872E-1
2.527496432E1,5.967631191E-2,2.742570639E-2,-2.899169922E-2,7.179101753E-2
2.528497416E1,-4.631667212E-2,7.838383317E-2,8.362197876E-2,1.236199610E-1
2.529498393E1,5.156486481E-2,1.260366738E-1,4.784107208E-2,1.443362276E-1
2.530499355E1,1.448608786E-1,2.400408685E-1,2.501487732E-3,2.803757303E-1
2.531497293E1,7.667221874E-2,3.447407484E-1,-5.949687958E-2,3.581406029E-1
2.532498270E1,1.970402896E-3,3.792737126E-1,4.147148132E-2,3.815394021E-1
2.533499232E1,5.390253663E-2,3.794360757E-1,5.161190033E-2,3.867053235E-1
2.534497170E1,8.764336258E-2,3.516723514E-1,1.937866211E-3,3.624342106E-1
2.535498147E1,4.535071552E-2,3.229638338E-1,2.651977539E-2,3.272088383E-1
2.536499132E1,2.531500161E-2,2.845939994E-1,1.518154144E-2,2.861207315E-1
2.537497047E1,4.860913754E-2,2.681685090E-1,4.450988770E-2,2.761491039E-1
2.538498024E1,5.288042128E-2,2.193493992E-1,6.897735596E-2,2.359414621E-1
2.539499008E1,5.000957847E-2,2.029879093E-1,-4.792213440E-3,2.091124448E-1
2.540496924E1,6.623426080E-2,1.643445045E-1,-1.160812378E-2,1.775692597E-1
2.541497901E1,-7.392957807E-3,1.365070641E-1,1.275854111E-1,1.869943087E-1
2.542498885E1,2.457101643E-2,1.101332307E-1,5.363082886E-2,1.249373009E-1
2.543496801E1,7.527863979E-2,1.022121906E-1,-6.110572815E-2,1.408833402E-1
2.544497778E1,3.753761947E-2,8.108153939E-2,4.198455811E-2,9.872179103E-2
2.545498762E1,2.667650580E-2,5.558076501E-2,3.732872009E-2,7.207142807E-2
2.546496678E1,3.500193357E-2,4.772570729E-2,3.024291992E-2,6.646437163E-2
2.547497662E1,9.975835681E-3,7.396966219E-3,5.424499512E-2,5.564846720E-2
2.548498639E1,6.447444856E-2,-1.257747412E-3,8.800506592E-3,6.508444793E-2
2.549496555E1,3.982056677E-2,2.881944180E-3,2.557182312E-2,4.741203727E-2
2.550497532E1,-2.044988573E-1,1.457688212E-2,-7.257843018E-2,2.174853941E-1
2.551498516E1,2.545782924E-2,-2.632114291E-2,1.285429001E-1,1.336569519E-1
2.552496432E1,-7.242877036E-2,-4.608273506E-2,2.434549332E-1,2.581469537E-1
2.553497408E1,2.713967860E-2,-9.897866845E-2,-2.042303085E-1,2.285680596E-1
2.554498393E1,1.123272181E-1,-2.985587120E-1,-9.895992279E-2,3.339876865E-1
2.555499378E1,-4.134442806E-1,-4.166041911E-1,-5.875005722E-1,8.304529773E-1
2.556497286E1,5.738842487E-1,-5.665632486E-1,1.880321503E-1,8.280659003E-1
2.557498270E1,2.266772389E-1,-1.230372488E-1,-1.499509811E-1,2.983387873E-1
2.558499255E1,-4.619269073E-2,2.809849381E-2,-1.234943390E0,1.236126396E0
2.559497170E1,-9.796460867E-1,5.642010570E-1,-6.556816101E-1,1.306884716E0
2.560498147E1,-1.556514144E0,8.824843764E-1,-2.133177757E0,2.784234598E0
2.561499132E1,-1.398375511E0,7.827050686E-1,-2.531161308E0,2.995806880E0
2.562497047E1,-2.007446289E0,5.385048985E-1,-2.414209366E0,3.185629450E0
2.563498024E1,-2.385512829E0,9.548177719E-1,-2.644618034E0,3.687323281E0
2.564498986E1,-2.539154291E0,2.516716719E-1,-4.795460701E0,5.432042570E0
2.565496924E1,-1.497514009E0,-2.177610993E-1,-2.698030472E0,3.093434423E0
2.566497901E1,-9.059200883E-1,-3.330572844E-1,-1.424586296E0,1.720774383E0
2.567498886E1,-5.288993120E-1,-4.779563844E-1,-1.193658829E0,1.390323051E0
2.568496801E1,-4.445543289E-1,-2.834966779E-1,-5.802316666E-1,7.840074646E-1
2.569497778E1,5.874490738E-2,-3.004356027E-1,-5.002908707E-1,5.865180907E-1
2.570498762E1,4.631289244E-1,2.149903774E-2,-1.001795769E0,1.103877426E0
2.571496678E1,5.143543482E-1,4.617050588E-1,-7.481670380E-1,1.018570505E0
2.572497655E1,4.830085039E-1,8.106521368E-1,1.832962036E-2,9.438167601E-1
2.573498639E1,3.366521597E-1,1.077951193E0,7.085800171E-3,1.129319999E0
2.574496555E1,1.179838181E-2,1.252275229E0,-2.342882156E-1,1.274057855E0
2.575497539E1,-2.392621040E-1,1.298588514E0,-2.330131531E-1,1.340848095E0
2.576498516E1,-2.474675179E-1,1.370064259E0,5.773696899E-1,1.507206689E0
2.577496432E1,-3.440625668E-1,1.433869004E0,3.418483734E-1,1.513677536E0
2.578497416E1,2.016000748E-1,7.112994194E-1,2.638435364E-1,7.849859017E-1
2.579498393E1,9.050846100E-2,5.696356297E-1,1.400257587E0,1.514396858E0
2.580499355E1,1.983428001E-1,3.387797475E-1,1.304344177E0,1.362139977E0
2.581497293E1,4.272091389E-1,-9.070457518E-2,2.209938049E0,2.252678661E0
2.582498270E1,4.398581982E-1,-6.942027211E-1,2.105146885E0,2.259875231E0
2.583499232E1,9.402112961E-1,-7.742755413E-1,1.186465740E0,1.700353154E0
2.584497170E1,-2.064352036E-1,-3.725438118E-1,2.487237453E0,2.523441011E0
